Territory X Date,confirmed,recovered,death,cov_year,cov_month,cov_day,Continent_C,Continent_F,Continent_M,Continent_S,Continent_U,Pop_Bin_very low pop,Pop_Bin_low pop,Pop_Bin_high pop,Pop_Bin_very high pop
Jordan X 04/20/20,425,282,7,2020,4,20,0,0,0,1,0,0,1,0,0
Jordan X 04/21/20,428,297,7,2020,4,21,0,0,0,1,0,0,1,0,0
Jordan X 04/22/20,435,315,7,2020,4,22,0,0,0,1,0,0,1,0,0
Jordan X 04/23/20,437,318,7,2020,4,23,0,0,0,1,0,0,1,0,0
Jordan X 04/24/20,441,326,7,2020,4,24,0,0,0,1,0,0,1,0,0
Jordan X 04/25/20,444,332,7,2020,4,25,0,0,0,1,0,0,1,0,0
Jordan X 04/26/20,447,337,7,2020,4,26,0,0,0,1,0,0,1,0,0
Jordan X 04/27/20,449,342,7,2020,4,27,0,0,0,1,0,0,1,0,0
Jordan X 04/28/20,449,348,8,2020,4,28,0,0,0,1,0,0,1,0,0
Jordan X 04/29/20,451,356,8,2020,4,29,0,0,0,1,0,0,1,0,0
Jordan X 04/30/20,453,362,8,2020,4,30,0,0,0,1,0,0,1,0,0
Jordan X 05/01/20,459,364,8,2020,5,1,0,0,0,1,0,0,1,0,0
Jordan X 05/02/20,460,367,9,2020,5,2,0,0,0,1,0,0,1,0,0
Jordan X 05/03/20,461,367,9,2020,5,3,0,0,0,1,0,0,1,0,0
Jordan X 05/04/20,465,370,9,2020,5,4,0,0,0,1,0,0,1,0,0
Jordan X 05/05/20,471,375,9,2020,5,5,0,0,0,1,0,0,1,0,0
Jordan X 05/06/20,473,377,9,2020,5,6,0,0,0,1,0,0,1,0,0
Jordan X 05/07/20,494,381,9,2020,5,7,0,0,0,1,0,0,1,0,0
Jordan X 05/08/20,508,385,9,2020,5,8,0,0,0,1,0,0,1,0,0
Jordan X 05/09/20,522,387,9,2020,5,9,0,0,0,1,0,0,1,0,0
Jordan X 05/10/20,540,389,9,2020,5,10,0,0,0,1,0,0,1,0,0
Jordan X 05/11/20,562,390,9,2020,5,11,0,0,0,1,0,0,1,0,0
Jordan X 05/12/20,576,390,9,2020,5,12,0,0,0,1,0,0,1,0,0
Jordan X 05/13/20,582,392,9,2020,5,13,0,0,0,1,0,0,1,0,0
Jordan X 05/14/20,586,393,9,2020,5,14,0,0,0,1,0,0,1,0,0
Jordan X 05/15/20,596,401,9,2020,5,15,0,0,0,1,0,0,1,0,0
Jordan X 05/16/20,607,404,9,2020,5,16,0,0,0,1,0,0,1,0,0
Jordan X 05/17/20,613,408,9,2020,5,17,0,0,0,1,0,0,1,0,0
Jordan X 05/18/20,629,413,9,2020,5,18,0,0,0,1,0,0,1,0,0
Jordan X 05/19/20,649,417,9,2020,5,19,0,0,0,1,0,0,1,0,0
Japan X 01/22/20,2,0,0,2020,1,22,0,0,0,1,0,0,0,0,1
Japan X 01/23/20,2,0,0,2020,1,23,0,0,0,1,0,0,0,0,1
Japan X 01/24/20,2,0,0,2020,1,24,0,0,0,1,0,0,0,0,1
Japan X 01/25/20,2,0,0,2020,1,25,0,0,0,1,0,0,0,0,1
Japan X 01/26/20,4,1,0,2020,1,26,0,0,0,1,0,0,0,0,1
Japan X 01/27/20,4,1,0,2020,1,27,0,0,0,1,0,0,0,0,1
Japan X 01/28/20,7,1,0,2020,1,28,0,0,0,1,0,0,0,0,1
Japan X 01/29/20,7,1,0,2020,1,29,0,0,0,1,0,0,0,0,1
Japan X 01/30/20,11,1,0,2020,1,30,0,0,0,1,0,0,0,0,1
Japan X 01/31/20,15,1,0,2020,1,31,0,0,0,1,0,0,0,0,1
Japan X 02/01/20,20,1,0,2020,2,1,0,0,0,1,0,0,0,0,1
Japan X 02/02/20,20,1,0,2020,2,2,0,0,0,1,0,0,0,0,1
Japan X 02/03/20,20,1,0,2020,2,3,0,0,0,1,0,0,0,0,1
Japan X 02/04/20,22,1,0,2020,2,4,0,0,0,1,0,0,0,0,1
Japan X 02/05/20,22,1,0,2020,2,5,0,0,0,1,0,0,0,0,1
Japan X 02/06/20,25,1,0,2020,2,6,0,0,0,1,0,0,0,0,1
Japan X 02/07/20,25,1,0,2020,2,7,0,0,0,1,0,0,0,0,1
Japan X 02/08/20,25,1,0,2020,2,8,0,0,0,1,0,0,0,0,1
Japan X 02/09/20,26,1,0,2020,2,9,0,0,0,1,0,0,0,0,1
Japan X 02/10/20,26,4,0,2020,2,10,0,0,0,1,0,0,0,0,1
Japan X 02/11/20,26,9,0,2020,2,11,0,0,0,1,0,0,0,0,1
Japan X 02/12/20,28,9,0,2020,2,12,0,0,0,1,0,0,0,0,1
Japan X 02/13/20,28,9,1,2020,2,13,0,0,0,1,0,0,0,0,1
Japan X 02/14/20,29,9,1,2020,2,14,0,0,0,1,0,0,0,0,1
Japan X 02/15/20,43,12,1,2020,2,15,0,0,0,1,0,0,0,0,1
Japan X 02/16/20,59,12,1,2020,2,16,0,0,0,1,0,0,0,0,1
Japan X 02/17/20,66,12,1,2020,2,17,0,0,0,1,0,0,0,0,1
Japan X 02/18/20,74,13,1,2020,2,18,0,0,0,1,0,0,0,0,1
Japan X 02/19/20,84,18,1,2020,2,19,0,0,0,1,0,0,0,0,1
Japan X 02/20/20,94,18,1,2020,2,20,0,0,0,1,0,0,0,0,1
Japan X 02/21/20,105,22,1,2020,2,21,0,0,0,1,0,0,0,0,1
Japan X 02/22/20,122,22,1,2020,2,22,0,0,0,1,0,0,0,0,1
Japan X 02/23/20,147,22,1,2020,2,23,0,0,0,1,0,0,0,0,1
Japan X 02/24/20,159,22,1,2020,2,24,0,0,0,1,0,0,0,0,1
Japan X 02/25/20,170,22,1,2020,2,25,0,0,0,1,0,0,0,0,1
Japan X 02/26/20,189,22,2,2020,2,26,0,0,0,1,0,0,0,0,1
Japan X 02/27/20,214,22,4,2020,2,27,0,0,0,1,0,0,0,0,1
Japan X 02/28/20,228,22,4,2020,2,28,0,0,0,1,0,0,0,0,1
Japan X 02/29/20,241,32,5,2020,2,29,0,0,0,1,0,0,0,0,1
Japan X 03/01/20,256,32,6,2020,3,1,0,0,0,1,0,0,0,0,1
Japan X 03/02/20,274,32,6,2020,3,2,0,0,0,1,0,0,0,0,1
Japan X 03/03/20,293,43,6,2020,3,3,0,0,0,1,0,0,0,0,1
Japan X 03/04/20,331,43,6,2020,3,4,0,0,0,1,0,0,0,0,1
Japan X 03/05/20,360,43,6,2020,3,5,0,0,0,1,0,0,0,0,1
Japan X 03/06/20,420,46,6,2020,3,6,0,0,0,1,0,0,0,0,1
Japan X 03/07/20,461,76,6,2020,3,7,0,0,0,1,0,0,0,0,1
Japan X 03/08/20,502,76,6,2020,3,8,0,0,0,1,0,0,0,0,1
Japan X 03/09/20,511,76,10,2020,3,9,0,0,0,1,0,0,0,0,1
Japan X 03/10/20,581,101,10,2020,3,10,0,0,0,1,0,0,0,0,1
Japan X 03/11/20,639,118,15,2020,3,11,0,0,0,1,0,0,0,0,1
Japan X 03/12/20,639,118,16,2020,3,12,0,0,0,1,0,0,0,0,1
Japan X 03/13/20,701,118,19,2020,3,13,0,0,0,1,0,0,0,0,1
Japan X 03/14/20,773,118,22,2020,3,14,0,0,0,1,0,0,0,0,1
Japan X 03/15/20,839,118,22,2020,3,15,0,0,0,1,0,0,0,0,1
Japan X 03/16/20,839,144,27,2020,3,16,0,0,0,1,0,0,0,0,1
Japan X 03/17/20,878,144,29,2020,3,17,0,0,0,1,0,0,0,0,1
Japan X 03/18/20,889,144,29,2020,3,18,0,0,0,1,0,0,0,0,1
Japan X 03/19/20,924,150,29,2020,3,19,0,0,0,1,0,0,0,0,1
Japan X 03/20/20,963,191,33,2020,3,20,0,0,0,1,0,0,0,0,1
Japan X 03/21/20,1007,232,35,2020,3,21,0,0,0,1,0,0,0,0,1
Japan X 03/22/20,1086,235,36,2020,3,22,0,0,0,1,0,0,0,0,1
Japan X 03/23/20,1128,235,42,2020,3,23,0,0,0,1,0,0,0,0,1
Japan X 03/24/20,1193,285,43,2020,3,24,0,0,0,1,0,0,0,0,1
Japan X 03/25/20,1307,310,45,2020,3,25,0,0,0,1,0,0,0,0,1
Japan X 03/26/20,1387,359,47,2020,3,26,0,0,0,1,0,0,0,0,1
Japan X 03/27/20,1468,372,49,2020,3,27,0,0,0,1,0,0,0,0,1
Japan X 03/28/20,1693,404,52,2020,3,28,0,0,0,1,0,0,0,0,1
Japan X 03/29/20,1866,424,54,2020,3,29,0,0,0,1,0,0,0,0,1
Japan X 03/30/20,1866,424,54,2020,3,30,0,0,0,1,0,0,0,0,1
Japan X 03/31/20,1953,424,56,2020,3,31,0,0,0,1,0,0,0,0,1
Japan X 04/01/20,2384,472,57,2020,4,1,0,0,0,1,0,0,0,0,1
Japan X 04/02/20,2495,472,62,2020,4,2,0,0,0,1,0,0,0,0,1
Japan X 04/03/20,2617,514,63,2020,4,3,0,0,0,1,0,0,0,0,1
Japan X 04/04/20,3139,514,77,2020,4,4,0,0,0,1,0,0,0,0,1
Japan X 04/05/20,3139,514,77,2020,4,5,0,0,0,1,0,0,0,0,1
Japan X 04/06/20,3654,575,85,2020,4,6,0,0,0,1,0,0,0,0,1
Japan X 04/07/20,3906,592,92,2020,4,7,0,0,0,1,0,0,0,0,1
Japan X 04/08/20,4257,622,93,2020,4,8,0,0,0,1,0,0,0,0,1
Japan X 04/09/20,4667,632,94,2020,4,9,0,0,0,1,0,0,0,0,1
Japan X 04/10/20,5530,685,99,2020,4,10,0,0,0,1,0,0,0,0,1
Japan X 04/11/20,6005,762,99,2020,4,11,0,0,0,1,0,0,0,0,1
Japan X 04/12/20,6748,762,108,2020,4,12,0,0,0,1,0,0,0,0,1
Japan X 04/13/20,7618,799,143,2020,4,13,0,0,0,1,0,0,0,0,1
Japan X 04/14/20,7645,799,143,2020,4,14,0,0,0,1,0,0,0,0,1
Japan X 04/15/20,8100,853,146,2020,4,15,0,0,0,1,0,0,0,0,1
Japan X 04/16/20,8626,901,178,2020,4,16,0,0,0,1,0,0,0,0,1
Japan X 04/17/20,9787,935,190,2020,4,17,0,0,0,1,0,0,0,0,1
Japan X 04/18/20,10296,1069,222,2020,4,18,0,0,0,1,0,0,0,0,1
Japan X 04/19/20,10797,1159,236,2020,4,19,0,0,0,1,0,0,0,0,1
Japan X 04/20/20,10797,1159,236,2020,4,20,0,0,0,1,0,0,0,0,1
Japan X 04/21/20,11135,1239,263,2020,4,21,0,0,0,1,0,0,0,0,1
Japan X 04/22/20,11512,1356,281,2020,4,22,0,0,0,1,0,0,0,0,1
Japan X 04/23/20,11950,1424,299,2020,4,23,0,0,0,1,0,0,0,0,1
Japan X 04/24/20,12368,1494,328,2020,4,24,0,0,0,1,0,0,0,0,1
Japan X 04/25/20,12829,1530,345,2020,4,25,0,0,0,1,0,0,0,0,1
Japan X 04/26/20,13231,1656,360,2020,4,26,0,0,0,1,0,0,0,0,1
Japan X 04/27/20,13441,1809,372,2020,4,27,0,0,0,1,0,0,0,0,1
Japan X 04/28/20,13614,1899,385,2020,4,28,0,0,0,1,0,0,0,0,1
Japan X 04/29/20,13736,1899,394,2020,4,29,0,0,0,1,0,0,0,0,1
Japan X 04/30/20,14088,2460,430,2020,4,30,0,0,0,1,0,0,0,0,1
Japan X 05/01/20,14088,2460,430,2020,5,1,0,0,0,1,0,0,0,0,1
Japan X 05/02/20,14305,2975,455,2020,5,2,0,0,0,1,0,0,0,0,1
Japan X 05/03/20,14571,3205,474,2020,5,3,0,0,0,1,0,0,0,0,1
Japan X 05/04/20,14877,3981,487,2020,5,4,0,0,0,1,0,0,0,0,1
Japan X 05/05/20,15078,4156,536,2020,5,5,0,0,0,1,0,0,0,0,1
Japan X 05/06/20,15253,4496,556,2020,5,6,0,0,0,1,0,0,0,0,1
Japan X 05/07/20,15477,4918,577,2020,5,7,0,0,0,1,0,0,0,0,1
Japan X 05/08/20,15575,5146,590,2020,5,8,0,0,0,1,0,0,0,0,1
Japan X 05/09/20,15575,5146,590,2020,5,9,0,0,0,1,0,0,0,0,1
Japan X 05/10/20,15663,5906,607,2020,5,10,0,0,0,1,0,0,0,0,1
Japan X 05/11/20,15777,8127,624,2020,5,11,0,0,0,1,0,0,0,0,1
Japan X 05/12/20,15847,8293,633,2020,5,12,0,0,0,1,0,0,0,0,1
Japan X 05/13/20,15968,8531,657,2020,5,13,0,0,0,1,0,0,0,0,1
Japan X 05/14/20,16049,8920,678,2020,5,14,0,0,0,1,0,0,0,0,1
Japan X 05/15/20,16203,10338,713,2020,5,15,0,0,0,1,0,0,0,0,1
Japan X 05/16/20,16203,10338,713,2020,5,16,0,0,0,1,0,0,0,0,1
Japan X 05/17/20,16285,11153,744,2020,5,17,0,0,0,1,0,0,0,0,1
Japan X 05/18/20,16305,11564,749,2020,5,18,0,0,0,1,0,0,0,0,1
Japan X 05/19/20,16305,11564,749,2020,5,19,0,0,0,1,0,0,0,0,1
Kenya X 01/22/20,0,0,0,2020,1,22,0,1,0,0,0,0,0,0,1
Kenya X 01/23/20,0,0,0,2020,1,23,0,1,0,0,0,0,0,0,1
Kenya X 01/24/20,0,0,0,2020,1,24,0,1,0,0,0,0,0,0,1
Kenya X 01/25/20,0,0,0,2020,1,25,0,1,0,0,0,0,0,0,1
Kenya X 01/26/20,0,0,0,2020,1,26,0,1,0,0,0,0,0,0,1
Kenya X 01/27/20,0,0,0,2020,1,27,0,1,0,0,0,0,0,0,1
Kenya X 01/28/20,0,0,0,2020,1,28,0,1,0,0,0,0,0,0,1
Kenya X 01/29/20,0,0,0,2020,1,29,0,1,0,0,0,0,0,0,1
Kenya X 01/30/20,0,0,0,2020,1,30,0,1,0,0,0,0,0,0,1
Kenya X 01/31/20,0,0,0,2020,1,31,0,1,0,0,0,0,0,0,1
Kenya X 02/01/20,0,0,0,2020,2,1,0,1,0,0,0,0,0,0,1
Kenya X 02/02/20,0,0,0,2020,2,2,0,1,0,0,0,0,0,0,1
Kenya X 02/03/20,0,0,0,2020,2,3,0,1,0,0,0,0,0,0,1
Kenya X 02/04/20,0,0,0,2020,2,4,0,1,0,0,0,0,0,0,1
Kenya X 02/05/20,0,0,0,2020,2,5,0,1,0,0,0,0,0,0,1
Kenya X 02/06/20,0,0,0,2020,2,6,0,1,0,0,0,0,0,0,1
Kenya X 02/07/20,0,0,0,2020,2,7,0,1,0,0,0,0,0,0,1
Kenya X 02/08/20,0,0,0,2020,2,8,0,1,0,0,0,0,0,0,1
Kenya X 02/09/20,0,0,0,2020,2,9,0,1,0,0,0,0,0,0,1
Kenya X 02/10/20,0,0,0,2020,2,10,0,1,0,0,0,0,0,0,1
Kenya X 02/11/20,0,0,0,2020,2,11,0,1,0,0,0,0,0,0,1
Kenya X 02/12/20,0,0,0,2020,2,12,0,1,0,0,0,0,0,0,1
Kenya X 02/13/20,0,0,0,2020,2,13,0,1,0,0,0,0,0,0,1
Kenya X 02/14/20,0,0,0,2020,2,14,0,1,0,0,0,0,0,0,1
Kenya X 02/15/20,0,0,0,2020,2,15,0,1,0,0,0,0,0,0,1
Kenya X 02/16/20,0,0,0,2020,2,16,0,1,0,0,0,0,0,0,1
Kenya X 02/17/20,0,0,0,2020,2,17,0,1,0,0,0,0,0,0,1
Kenya X 02/18/20,0,0,0,2020,2,18,0,1,0,0,0,0,0,0,1
Kenya X 02/19/20,0,0,0,2020,2,19,0,1,0,0,0,0,0,0,1
Kenya X 02/20/20,0,0,0,2020,2,20,0,1,0,0,0,0,0,0,1
Kenya X 02/21/20,0,0,0,2020,2,21,0,1,0,0,0,0,0,0,1
Kenya X 02/22/20,0,0,0,2020,2,22,0,1,0,0,0,0,0,0,1
Kenya X 02/23/20,0,0,0,2020,2,23,0,1,0,0,0,0,0,0,1
Kenya X 02/24/20,0,0,0,2020,2,24,0,1,0,0,0,0,0,0,1
Kenya X 02/25/20,0,0,0,2020,2,25,0,1,0,0,0,0,0,0,1
Kenya X 02/26/20,0,0,0,2020,2,26,0,1,0,0,0,0,0,0,1
Kenya X 02/27/20,0,0,0,2020,2,27,0,1,0,0,0,0,0,0,1
Kenya X 02/28/20,0,0,0,2020,2,28,0,1,0,0,0,0,0,0,1
Kenya X 02/29/20,0,0,0,2020,2,29,0,1,0,0,0,0,0,0,1
Kenya X 03/01/20,0,0,0,2020,3,1,0,1,0,0,0,0,0,0,1
Kenya X 03/02/20,0,0,0,2020,3,2,0,1,0,0,0,0,0,0,1
Kenya X 03/03/20,0,0,0,2020,3,3,0,1,0,0,0,0,0,0,1
Kenya X 03/04/20,0,0,0,2020,3,4,0,1,0,0,0,0,0,0,1
Kenya X 03/05/20,0,0,0,2020,3,5,0,1,0,0,0,0,0,0,1
Kenya X 03/06/20,0,0,0,2020,3,6,0,1,0,0,0,0,0,0,1
Kenya X 03/07/20,0,0,0,2020,3,7,0,1,0,0,0,0,0,0,1
Kenya X 03/08/20,0,0,0,2020,3,8,0,1,0,0,0,0,0,0,1
Kenya X 03/09/20,0,0,0,2020,3,9,0,1,0,0,0,0,0,0,1
Kenya X 03/10/20,0,0,0,2020,3,10,0,1,0,0,0,0,0,0,1
Kenya X 03/11/20,0,0,0,2020,3,11,0,1,0,0,0,0,0,0,1
Kenya X 03/12/20,0,0,0,2020,3,12,0,1,0,0,0,0,0,0,1
Kenya X 03/13/20,1,0,0,2020,3,13,0,1,0,0,0,0,0,0,1
Kenya X 03/14/20,1,0,0,2020,3,14,0,1,0,0,0,0,0,0,1
Kenya X 03/15/20,3,0,0,2020,3,15,0,1,0,0,0,0,0,0,1
Kenya X 03/16/20,3,0,0,2020,3,16,0,1,0,0,0,0,0,0,1
Kenya X 03/17/20,3,0,0,2020,3,17,0,1,0,0,0,0,0,0,1
Kenya X 03/18/20,3,0,0,2020,3,18,0,1,0,0,0,0,0,0,1
Kenya X 03/19/20,7,0,0,2020,3,19,0,1,0,0,0,0,0,0,1
Kenya X 03/20/20,7,0,0,2020,3,20,0,1,0,0,0,0,0,0,1
Kenya X 03/21/20,7,0,0,2020,3,21,0,1,0,0,0,0,0,0,1
Kenya X 03/22/20,15,0,0,2020,3,22,0,1,0,0,0,0,0,0,1
Kenya X 03/23/20,16,0,0,2020,3,23,0,1,0,0,0,0,0,0,1
Kenya X 03/24/20,25,0,0,2020,3,24,0,1,0,0,0,0,0,0,1
Kenya X 03/25/20,28,1,0,2020,3,25,0,1,0,0,0,0,0,0,1
Kenya X 03/26/20,31,1,1,2020,3,26,0,1,0,0,0,0,0,0,1
Kenya X 03/27/20,31,1,1,2020,3,27,0,1,0,0,0,0,0,0,1
Kenya X 03/28/20,38,1,1,2020,3,28,0,1,0,0,0,0,0,0,1
Kenya X 03/29/20,42,1,1,2020,3,29,0,1,0,0,0,0,0,0,1
Kenya X 03/30/20,50,1,1,2020,3,30,0,1,0,0,0,0,0,0,1
Kenya X 03/31/20,59,1,1,2020,3,31,0,1,0,0,0,0,0,0,1
Kenya X 04/01/20,81,3,1,2020,4,1,0,1,0,0,0,0,0,0,1
Kenya X 04/02/20,110,4,3,2020,4,2,0,1,0,0,0,0,0,0,1
Kenya X 04/03/20,122,4,4,2020,4,3,0,1,0,0,0,0,0,0,1
Kenya X 04/04/20,126,4,4,2020,4,4,0,1,0,0,0,0,0,0,1
Kenya X 04/05/20,142,4,4,2020,4,5,0,1,0,0,0,0,0,0,1
Kenya X 04/06/20,158,4,6,2020,4,6,0,1,0,0,0,0,0,0,1
Kenya X 04/07/20,172,7,6,2020,4,7,0,1,0,0,0,0,0,0,1
Kenya X 04/08/20,179,9,6,2020,4,8,0,1,0,0,0,0,0,0,1
Kenya X 04/09/20,184,12,7,2020,4,9,0,1,0,0,0,0,0,0,1
Kenya X 04/10/20,189,22,7,2020,4,10,0,1,0,0,0,0,0,0,1
Kenya X 04/11/20,191,24,7,2020,4,11,0,1,0,0,0,0,0,0,1
Kenya X 04/12/20,197,25,8,2020,4,12,0,1,0,0,0,0,0,0,1
Kenya X 04/13/20,208,40,9,2020,4,13,0,1,0,0,0,0,0,0,1
Kenya X 04/14/20,216,41,9,2020,4,14,0,1,0,0,0,0,0,0,1
Kenya X 04/15/20,225,53,10,2020,4,15,0,1,0,0,0,0,0,0,1
Kenya X 04/16/20,234,53,11,2020,4,16,0,1,0,0,0,0,0,0,1
Kenya X 04/17/20,246,53,11,2020,4,17,0,1,0,0,0,0,0,0,1
Kenya X 04/18/20,262,60,12,2020,4,18,0,1,0,0,0,0,0,0,1
Kenya X 04/19/20,270,67,14,2020,4,19,0,1,0,0,0,0,0,0,1
Kenya X 04/20/20,281,69,14,2020,4,20,0,1,0,0,0,0,0,0,1
Kenya X 04/21/20,296,74,14,2020,4,21,0,1,0,0,0,0,0,0,1
Kenya X 04/22/20,303,74,14,2020,4,22,0,1,0,0,0,0,0,0,1
Kenya X 04/23/20,320,89,14,2020,4,23,0,1,0,0,0,0,0,0,1
Kenya X 04/24/20,336,94,14,2020,4,24,0,1,0,0,0,0,0,0,1
Kenya X 04/25/20,343,98,14,2020,4,25,0,1,0,0,0,0,0,0,1
Kenya X 04/26/20,355,106,14,2020,4,26,0,1,0,0,0,0,0,0,1
Kenya X 04/27/20,363,114,14,2020,4,27,0,1,0,0,0,0,0,0,1
Kenya X 04/28/20,374,124,14,2020,4,28,0,1,0,0,0,0,0,0,1
Kenya X 04/29/20,384,129,15,2020,4,29,0,1,0,0,0,0,0,0,1
Kenya X 04/30/20,396,144,17,2020,4,30,0,1,0,0,0,0,0,0,1
Kenya X 05/01/20,411,150,21,2020,5,1,0,1,0,0,0,0,0,0,1
Kenya X 05/02/20,435,152,22,2020,5,2,0,1,0,0,0,0,0,0,1
Kenya X 05/03/20,465,167,24,2020,5,3,0,1,0,0,0,0,0,0,1
Kenya X 05/04/20,490,173,24,2020,5,4,0,1,0,0,0,0,0,0,1
Kenya X 05/05/20,535,182,24,2020,5,5,0,1,0,0,0,0,0,0,1
Kenya X 05/06/20,582,190,26,2020,5,6,0,1,0,0,0,0,0,0,1
Kenya X 05/07/20,607,197,29,2020,5,7,0,1,0,0,0,0,0,0,1
Kenya X 05/08/20,621,202,29,2020,5,8,0,1,0,0,0,0,0,0,1
Kenya X 05/09/20,649,207,30,2020,5,9,0,1,0,0,0,0,0,0,1
Kenya X 05/10/20,672,239,32,2020,5,10,0,1,0,0,0,0,0,0,1
Kenya X 05/11/20,700,251,33,2020,5,11,0,1,0,0,0,0,0,0,1
Kenya X 05/12/20,715,259,36,2020,5,12,0,1,0,0,0,0,0,0,1
Kenya X 05/13/20,737,281,40,2020,5,13,0,1,0,0,0,0,0,0,1
Kenya X 05/14/20,758,284,42,2020,5,14,0,1,0,0,0,0,0,0,1
Kenya X 05/15/20,781,284,45,2020,5,15,0,1,0,0,0,0,0,0,1
Kenya X 05/16/20,830,301,50,2020,5,16,0,1,0,0,0,0,0,0,1
Kenya X 05/17/20,887,313,50,2020,5,17,0,1,0,0,0,0,0,0,1
Kenya X 05/18/20,912,336,50,2020,5,18,0,1,0,0,0,0,0,0,1
Kenya X 05/19/20,963,358,50,2020,5,19,0,1,0,0,0,0,0,0,1
Kyrgyzstan X 01/22/20,0,0,0,2020,1,22,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 01/23/20,0,0,0,2020,1,23,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 01/24/20,0,0,0,2020,1,24,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 01/25/20,0,0,0,2020,1,25,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 01/26/20,0,0,0,2020,1,26,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 01/27/20,0,0,0,2020,1,27,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 01/28/20,0,0,0,2020,1,28,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 01/29/20,0,0,0,2020,1,29,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 01/30/20,0,0,0,2020,1,30,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 01/31/20,0,0,0,2020,1,31,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/01/20,0,0,0,2020,2,1,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/02/20,0,0,0,2020,2,2,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/03/20,0,0,0,2020,2,3,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/04/20,0,0,0,2020,2,4,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/05/20,0,0,0,2020,2,5,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/06/20,0,0,0,2020,2,6,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/07/20,0,0,0,2020,2,7,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/08/20,0,0,0,2020,2,8,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/09/20,0,0,0,2020,2,9,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/10/20,0,0,0,2020,2,10,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/11/20,0,0,0,2020,2,11,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/12/20,0,0,0,2020,2,12,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/13/20,0,0,0,2020,2,13,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/14/20,0,0,0,2020,2,14,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/15/20,0,0,0,2020,2,15,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/16/20,0,0,0,2020,2,16,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/17/20,0,0,0,2020,2,17,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/18/20,0,0,0,2020,2,18,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/19/20,0,0,0,2020,2,19,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/20/20,0,0,0,2020,2,20,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/21/20,0,0,0,2020,2,21,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/22/20,0,0,0,2020,2,22,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/23/20,0,0,0,2020,2,23,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/24/20,0,0,0,2020,2,24,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/25/20,0,0,0,2020,2,25,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/26/20,0,0,0,2020,2,26,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/27/20,0,0,0,2020,2,27,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/28/20,0,0,0,2020,2,28,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 02/29/20,0,0,0,2020,2,29,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 03/01/20,0,0,0,2020,3,1,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 03/02/20,0,0,0,2020,3,2,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 03/03/20,0,0,0,2020,3,3,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 03/04/20,0,0,0,2020,3,4,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 03/05/20,0,0,0,2020,3,5,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 03/06/20,0,0,0,2020,3,6,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 03/07/20,0,0,0,2020,3,7,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 03/08/20,0,0,0,2020,3,8,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 03/09/20,0,0,0,2020,3,9,0,0,0,1,0,0,1,0,0
Kyrgyzstan X 03/10/20,0,0,0,2020,3,10,0,0,0,1,0,0,1,0,0
